"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"590691","Rubberized Textile Knitted Or Crocheted Fabrics, Nes","Tissus caoutchoutés - de bonneterie"
"590699","Rubberized Textile Fabrics, Nes","Tissus caoutchoutés -  autres nda"
"590700","Textile Fabrics Impregnated, Coated, Covered Nes; Painted Canvas (Theatrical Scenery)","Tissus imprégnés/enduits/recouverts et toiles peintes pour décors/fonds d'ateliers/analogue"
"590800","Textile Wicks  (Woven/ Plaited/Knitted) For Lamps, Lighters And The Like; Gas Mantle Fabrics","Mèches tissées/tressées/tricotées - matières textiles; manchons/étoffes tubulaires tricotées"
"590900","Textile Hosepiping And Similar Textile Tubing","Tuyaux pour pompes et tuyaux similaires - en matières textiles"
"591000","Transmission Or Conveyor Belts Or Belting Of Textile Material","Courroies - transporteuses/de transmission - en matières textiles"
"591110","Textile Fabrics, Felt, Felt-Lined Woven, Card Clothing And Similar Fabrics","Tissus, feutres ou doublés de feutre - pour garnitures de cardes et produits analogues"
"591120","Textile Bolting Cloth ( Whether Or Not Made Up)","Gazes et toiles à bluter"
"591131","Textile Fabrics Used In Paper-Making Or Similar Machines - Weighing Less Than 650 G/M","Tissus et feutres sans fin - pour machines à papier ou similaires, <650g/m2"
"591132","Textile Fabrics Used In Paper-Making Or Similar Machines - Weighing At Least 650 G/M","Tissus et feutres sans fin - pour machines à papier ou similaires, >649g/m2"
"591140","Textile Straining Cloth Used In Oil Presses Or The Like (Including Of Human Hair)","Étreindelles et tissus épais - pour presses d'huilerie ou usages analogues"
"591190","Textile Products And Articles For Technical Uses Nes","Autres produits et articles textiles à usages techniques nda"
"600110","Knitted Pile Fabrics - Long Pile","Étoffes dites «à longs poils», en bonneterie"
"600121","Knitted Pile Fabrics - Looped Pile - Cotton","Étoffes à boucles - coton - en bonneterie"
"600122","Knitted Pile Fabrics - Looped Pile - Man-Made Fibres","Étoffes à boucles - fibres synthétiques/artificielles - en bonneterie"
"600129","Knitted Pile Fabrics - Looped Pile - Textile Nes","Étoffes à boucles - autres matières textiles nda - en bonneterie"
"600191","Knitted Pile Fabrics - Other Than Long/Looped Pile - Cotton","Velours/peluches nda - coton - en bonneterie"
"600192","Knitted Pile Fabrics - Other Than Long/Looped Pile - Man-Made Fibres","Velours/peluches nda - fibres synthétiques/artificielles - en bonneterie"
"600199","Knitted Pile Fabrics - Other Than Long/Looped Pile - Textile Nes","Velours/peluches nda - autres matières textiles nda - en bonneterie"
"600240","Knitted Non-Pile Fabrics - 5% Or More Elastomeric Yarn, Without Rubber","Étoffes de bonneterie - largeur <31cm - de fils d'élastomères (5% ou plus)"
"600290","Knitted Non-Pile Fabrics - 5% Or More Elastomeric Yarn, With Rubber","Étoffes de bonneterie - largeur <31cm - de fils de caoutchouc (5% ou plus)"
"600310","Knitted Non-Pile Fabrics (30Cm Or Less) - No Elastomeric Yarn/Rubber - Wool/Hair","Étoffes de bonneterie - largeur <31cm - laine/poils fins"
"600320","Knitted Non-Pile Fabrics (30Cm Or Less) - No Elastomeric Yarn/Rubber - Cotton","Étoffes de bonneterie - largeur <31cm - coton"
"600330","Knitted Non-Pile Fabrics (30Cm Or Less) - No Elastomeric Yarn/Rubber - Synthetic Fibres","Étoffes de bonneterie - largeur <31cm - fibres synthétiques"
"600340","Knitted Non-Pile Fabrics (30Cm Or Less) - No Elastomeric Yarn/Rubber - Artificial Fibres","Étoffes de bonneterie - largeur <31cm - fibres artificiels"
"600390","Knitted Non-Pile Fabrics (30Cm Or Less) - No Elastomeric Yarn/Rubber - Textile Nes","Étoffes de bonneterie - largeur <31cm - autres textiles nda"
"600410","Knitted Non-Pile Fabrics (31Cm Or More) - 5% Or More Elastomeric Yarn, Without Rubber","Étoffes de bonneterie - largeur >30cm - de fils d'élastomères (5% ou plus)"
"600490","Knitted Non-Pile Fabrics (31Cm Or More) - 5% Or More Elastomeric Yarn, With Rubber","Étoffes de bonneterie - largeur >30cm - de fils de caoutchouc (5% ou plus)"
"600521","Other Warp Knit Fabric Nes - Cotton - Bleached Or Unbleached","Étoffes de bonneterie-chaîne (et sur métier à galonner) - coton - écrues/blanchies"
"600522","Other Warp Knit Fabric Nes - Cotton - Dyed 1 Color","Étoffes de bonneterie-chaîne (et sur métier à galonner) - coton - teintes"
"600523","Other Warp Knit Fabric Nes - Cotton - Dyed Many Colors","Étoffes de bonneterie-chaîne (et sur métier à galonner) - coton - fils colorés"
"600524","Other Warp Knit Fabric Nes - Cotton - Printed","Étoffes de bonneterie-chaîne (et sur métier à galonner) - coton - imprimées"
"600531","Other Warp Knit Fabric Nes - Synthetic Fibres - Bleached Or Unbleached","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres synthétiques - écrues/blanchies"
"600532","Other Warp Knit Fabric Nes - Synthetic Fibres - Dyed 1 Color","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres synthétiques - teintes"
"600533","Other Warp Knit Fabric Nes - Synthetic Fibres - Dyed Many Colors","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres synthétiques - fils colorés"
"600534","Other Warp Knit Fabric Nes - Synthetic Fibres - Printed","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres synthétiques - imprimées"
"600541","Other Warp Knit Fabric Nes - Artificial Fibres - Bleached Or Unbleached","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres artificiels - écrues/blanchies"
"600542","Other Warp Knit Fabric Nes - Artificial Fibres - Dyed 1 Color","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres artificiels - teintes"
"600543","Other Warp Knit Fabric Nes - Artificial Fibres - Dyed Many Colors","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres artificiels - fils colorés"
"600544","Other Warp Knit Fabric Nes - Artificial Fibres - Printed","Étoffes de bonneterie-chaîne (et sur métier à galonner) - fibres artificiels - imprimées"
"600590","Warp Knitted Fabrics,Of Other Materials,  O/T Those Of Hds 60.01 To 60.04, Nes","Étoffes de bonneterie-chaîne d'au mati  tex,a/q celles des n°s 60.01 à 60.04,nda"
"600610","Other Knitted/Crocheted Fabrics Nes - Wool/Hair","Étoffes de bonneterie nda - laine/poils fins"
"600621","Other Knitted/Crocheted Fabrics Nes - Cotton - Bleached Or Unbleached","Étoffes de bonneterie nda - coton - écrues/blanchies"
"600622","Other Knitted/Crocheted Fabrics Nes - Cotton - Dyed 1 Color","Étoffes de bonneterie nda - coton - teintes"
"600623","Other Knitted/Crocheted Fabrics Nes - Cotton - Dyed Many Colors","Étoffes de bonneterie nda - coton - fils colorés"
"600624","Other Knitted/Crocheted Fabrics Nes - Cotton - Printed","Étoffes de bonneterie nda - coton - imprimées"
"600631","Other Knitted/Crocheted Fabrics Nes - Synthetic Fibres - Bleached Or Unbleached","Étoffes de bonneterie nda - fils synthétiques - écrues/blanchis"
"600632","Other Knitted/Crocheted Fabrics Nes - Synthetic Fibres - Dyed 1 Color","Étoffes de bonneterie nda - fils synthétiques - teintes"
"600633","Other Knitted/Crocheted Fabrics Nes - Synthetic Fibres - Dyed Many Colors","Étoffes de bonneterie nda - fils synthétiques - fils colorés"
"600634","Other Knitted/Crocheted Fabrics Nes - Synthetic Fibres - Printed","Étoffes de bonneterie nda - fils synthétiques - imprimées"
"600641","Other Knitted/Crocheted Fabrics Nes - Artificial Fibres - Bleached Or Unbleached","Étoffes de bonneterie nda - fils artificiels - écrues/blanchis"
"600642","Other Knitted/Crocheted Fabrics Nes - Artificial Fibres - Dyed 1 Color","Étoffes de bonneterie nda - fils artificiels - teintes"
"600643","Other Knitted/Crocheted Fabrics Nes - Artificial Fibres - Dyed Many Colors","Étoffes de bonneterie nda - fils artificiels - fils colorés"
"600644","Other Knitted/Crocheted Fabrics Nes - Artificial Fibres - Printed","Étoffes de bonneterie nda - fils artificiels - imprimées"
"600690","Other Knitted/Crocheted Fabrics Nes - Textile Nes","Étoffes de bonneterie nda - autres textiles nda"
"610120","Mens/Boys Overcoats,  Ski  And Wind Jackets - Knitted -  Cotton","Manteaux, blousons et similaires tricotés - coton - hommes/garçonnets"
"610130","Mens/Boys Overcoats,  Ski  And Wind Jackets - Knitted -  Man-Made Fibres","Manteaux, blousons et similaires tricotés - fibres synthétiques/artificielles - hommes/garçonnets"
"610190","Men'S/Boys' Overcoats,Anoraks,Etc,Other  Textile Materials,Knitted/Crocheted,Nes","Manteaux & art similaires,pr hommes/garçonnets,d'au mati tex,bonneterie,nda"
"610210","Womens/Girls Overcoats,  Ski  And Wind Jackets - Knitted - Wool/Hair","Manteaux, blousons et similaires tricotés - laine/poils fins - femmes/fillettes"
"610220","Womens/Girls Overcoats,  Ski  And Wind Jackets - Knitted - Cotton","Manteaux, blousons et similaires tricotés - coton - femmes/fillettes"
"610230","Womens/Girls Overcoats,  Ski  And Wind Jackets - Knitted - Man-Made","Manteaux, blousons et similaires tricotés - fibres synthétiques/artificielles - femmes/fillettes"
"610290","Womens/Girls Overcoats,  Ski  And Wind Jackets - Knitted - Textile Nes","Manteaux, blousons et similaires tricotés - textiles nda - femmes/fillettes"
"610310","Men'S/Boys' Suits, Knitted Or Crocheted","Costumes ou complets, pour hommes/garçonnets, en bonneterie"
"610322","Men'S/Boys Ensembles - Knitted -  Cotton","Ensembles tricotés - coton - hommes/garçonnets"
"610323","Men'S/Boys Ensembles - Knitted -  Synthetic Fibres","Ensembles tricotés - fibres synthétiques - hommes/garçonnets"
"610329","Men'S/Boys' Ensembles, Of Other Textile  Materials, Knitted Or Crocheted","Ensembles, d'autres matières textiles,  pour hommes/garçonnets, en bonneterie"
"610331","Men'S/Boys Jackets And Blazers - Knitted -  Wool/Hair","Vestons tricotés - laine/poils fins - hommes/garçonnets"
"610332","Men'S/Boys Jackets And Blazers - Knitted -  Cotton","Vestons tricotés - coton - hommes/garçonnets"
"610333","Men'S/Boys Jackets And Blazers - Knitted -  Synthetic Fibres","Vestons tricotés - fibres synthétiques - hommes/garçonnets"
"610339","Men'S/Boys Jackets And Blazers - Knitted -  Textile Nes","Vestons tricotés -textiles nda - hommes/garçonnets"
"610341","Men'S/Boys Trousers, Overalls And Shorts - Knitted -  Wool/Hair","Pantalons/salopettes/culottes/shorts tricotés - laine/poils fins - hommes/garçonnets"
"610342","Men'S/Boys Trousers, Overalls And Shorts - Knitted -  Cotton","Pantalons/salopettes/culottes/shorts tricotés - coton - hommes/garçonnets"
"610343","Men'S/Boys Trousers, Overalls And Shorts - Knitted -  Synthetic Fibres","Pantalons/salopettes/culottes/shorts tricotés - fibres synthétiques - hommes/garçonnets"
"610349","Men'S/Boys Trousers, Overalls And Shorts - Knitted - Textile Nes","Pantalons/salopettes/culottes/shorts tricotés - textiles nda - hommes/garçonnets"
"610413","Womens/Girls Suits - Knitted - Synthetic Fibres","Costumes tailleurs tricotés - fibres synthétiques - femmes/fillettes"
"610419","Women'S/Girls' Suits, Of Other Textile  Materials, Knitted Or Crocheted, Nes","Costumes tailleurs,autres mat textiles,  pr femmes/fillettes,en bonneterie,nda"
"610422","Womens/Girls Ensembles - Knitted - Cotton","Ensembles tricotés - coton - femmes/fillettes"
"610423","Womens/Girls Ensembles - Knitted - Synthetic Fibres","Ensembles tricotés - fibres synthétiques - femmes/fillettes"
"610429","Women'S/Girls' Ensembles, Of Other Textile Materials, Knitted Or Crocheted","Ensembles, d'autres matières textiles,  pour femmes/fillettes, en bonneterie"
"610431","Womens/Girls Jackets And Blazers - Knitted - Wool/Hair","Vestes tricotées - laine/poils fins - femmes/fillettes"
"610432","Womens/Girls Jackets And Blazers - Knitted - Cotton","Vestes tricotées - coton - femmes/fillettes"
"610433","Womens/Girls Jackets And Blazers - Knitted - Synthetic Fibres","Vestes tricotées - fibres synthétiques - femmes/fillettes"
"610439","Womens/Girls Jackets And Blazers - Knitted - Textile Nes","Vestes tricotées - textiles nda - femmes/fillettes"
"610441","Womens/Girls Dresses - Knitted - Wool/Hair","Robes tricotées - laine/poils fins - femmes/fillettes"
"610442","Womens/Girls Dresses - Knitted - Cotton","Robes tricotées - coton - femmes/fillettes"
"610443","Womens/Girls Dresses - Knitted - Synthetic Fibres","Robes tricotées - fibres synthétiques - femmes/fillettes"
"610444","Womens/Girls Dresses - Knitted -  Artificial Fibres","Robes tricotées - fibres artificielles - femmes/fillettes"
"610449","Womens/Girls Dresses - Knitted -  Textile Nes","Robes tricotées - textiles nda - femmes/fillettes"
"610451","Womens/Girls Skirts And Divided Skirts - Knitted - Wool/Hair","Jupes/jupes-culottes tricotées - laine/poils fins - femmes/fillettes"
"610452","Womens/Girls Skirts And Divided Skirts - Knitted -  Cotton","Jupes/jupes-culottes tricotées - coton - femmes/fillettes"
"610453","Womens/Girls Skirts And Divided Skirts - Knitted -  Synthetic Fibres","Jupes/jupes-culottes tricotées - fibres synthétiques - femmes/fillettes"
"610459","Womens/Girls Skirts And Divided Skirts - Knitted -  Textile Nes","Jupes/jupes-culottes tricotées - textiles nda - femmes/fillettes"
"610461","Womens/Girls Trousers, Overalls And Shorts - Knitted -  Wool/Hair","Pantalons/salopettes/culottes/shorts tricotés - laine/poils fins - femmes/fillettes"
"610462","Womens/Girls Trousers, Overalls And Shorts - Knitted -  Cotton","Pantalons/salopettes/culottes/shorts tricotés - coton - femmes/fillettes"
"610463","Womens/Girls Trousers, Overalls And Shorts - Knitted -  Synthetic Fibres","Pantalons/salopettes/culottes/shorts tricotés - fibres synthétiques - femmes/fillettes"
"610469","Womens/Girls Trousers, Overalls And Shorts - Knitted -  Textile Nes","Pantalons/salopettes/culottes/shorts tricotés - textiles nda - femmes/fillettes"
"610510","Men'S/Boys Shirts -  Knitted - Cotton","Chemises/chemisettes tricotées - coton - hommes/garçonnets"
"610520","Men'S/Boys Shirts -  Knitted - Man-Made Fibres","Chemises/chemisettes tricotées- fibres synthétiques/artificiellles - hommes/garçonnets"
"610590","Men'S/Boys Shirts -  Knitted - Textile Nes","Chemises/chemisettes tricotées - textiles nda - hommes/garçonnets"
"610610","Womens/Girls Blouses, Shirts And Shirt-Blouses - Knitted - Cotton","Chemisiers/blouses/chemisettes tricotées - coton - femmes/fillettes"
"610620","Womens/Girls Blouses, Shirts And Shirt-Blouses - Knitted - Man Made Fibres","Chemisiers/blouses/chemisettes tricotées - fibres synthétiques/artificelles - femmes/fillettes"
"610690","Womens/Girls Blouses, Shirts And Shirt-Blouses - Knitted - Textile Nes","Chemisiers/blouses/chemisettes tricotées - textiles nda - femmes/fillettes"
"610711","Men'S/Boys Underwear - Knitted - Cotton","Slips/caleçons tricotés - coton - hommes/garçonnets"
"610712","Men'S/Boys Underwear - Knitted - Man-Made Fibres","Slips/caleçons tricotés - fibres synthétiques/artificielles - hommes/garçonnets"
"610719","Men'S/Boys Underwear - Knitted - Textile Nes","Slips/caleçons tricotés - textiles nda - hommes/garçonnets"
"610721","Men'S/Boys Pyjamas And Nightshirts - Knitted - Cotton","Chemises de nuit/pyjamas tricotées - coton - hommes/garçonnets"
