"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"4818300030","Tablecloth and serviette sets, of paper","Ensembles nappe et serviettes, en papier"
"4818500000","Articles of apparel and clothing accessories, of paper, ne","Vêtements et accessoires du vêtement, en papier, nda"
"4818900000","Household or hospital articles of paper, nes","Articles à usage domestique ou hospitalier, en papier, nda"
"4819100010","Sanitary food or beverage containers,of corrugated paper/p","Emballages aseptiques pour aliments ou boissons, en papier ou carton ondulés"
"4819100090","Cartons, boxes and cases, of corrugated paper/paperboard,","Cartonnages, boîtes et caisses, en papier ou carton ondulés, nda"
"4819200010","Sanitary food or beverage containers,of non-corrugated pap","Emballages aseptiques pour aliments ou boissons, en papier ou carton non ondulés"
"4819200090","Folding cartons,boxes & cases,of non-corrugated paper/pape","Cartonnages, boîtes et caisses, pliants, en papier ou carton non ondulés, nda"
"4819300010","Sacks and bags, multi-wall,of paper,having a base width of","Sacs, à parois multiples, en papier, largeur à la base>=40 cm"
"4819300090","Sacks & bags of paper, having a base width of 40cm or more","Sacs, en papier, largeur à la base>=40 cm, nda"
"4819400010","Vacuum cleaner bags, of paper","Sacs à poussière pour aspirateurs, en papier"
"4819400020","Sacks and bags, multi-wall, of paper, nes","Sacs et sachets, à parois multiples, en papier, nda"
"4819400030","Sacks and bags, grocers', of paper","Sacs et sachets, d'épicerie, en papier"
"4819400090","Sacks & bags, including cones, of paper, nes","Sacs et sachets, incl cornets, en papier, nda"
"4819500010","Drums, cans and canisters, of paper or paperboard","Barils et boîtes cylindriques, en papier ou en carton"
"4819500090","Containers, packing, of paper or paperboard, nes","Contenants d'emballage, en papier ou en carton, nda"
"4819600000","Box files, letter trays and similar articles, of paper, us","Cartonnages de bureau, de magasin ou similaires, en papier"
"4820100000","Registers,account,note,order & receipt books,letter & memo","Registres comptes,carnets,commandes,quittances,blocs,notes,pap/lettres,en pap"
"4820200000","Exercise books of paper","Cahiers de classe, en papier"
"4820300010","Binders of paper or paperboard","Classeurs et reliures, en papier ou en carton"
"4820300090","Folders and file covers, of paper or paperboard","Chemises et couvertures à dossiers, en papier ou en carton"
"4820400000","Manifold business forms and interleaved carbon sets, of pa","Liasses et carnets manifold, même avec intercalaires de carbone, en papier"
"4820500010","Albums, photograph, of paper or paperboard","Albums de photographies, en papier ou en carton"
"4820500090","Albums, for samples or collections, of paper or paperboard","Albums, pour échantillonnages ou pour collections, en papier ou en carton, nda"
"4820900000","Office supplies, nes, of paper","Papeterie de bureau, nda"
"4821100000","Paper labels of all kinds, printed","Étiquettes de tous genres, imprimées"
"4821900000","Paper labels of all kinds, not printed","Étiquettes de tous genres, non imprimées"
"4822100000","Bobbins, spools and similar supports of paper, used for wi","Tambours,bobines et supports sim, en papier,pour l'enroulement des fils textiles"
"4822900000","Bobbins,spools,cops&sim supports of ppr pulp,ppr/pprbrd, w","Tambours,bobines,fusettes,etc&sup sim,pâte à pap, ap/cart,m perforés/durcis, nda"
"4823200010","Filter paper for use in the manufacture of tea bags","Papier filtre devant servir à la fabrication de sacs de thé"
"4823200020","Filter paper, not converted, in rolls/sheets, uncoated, ne","Papier filtre, non transformé, en rouleaux ou en feuilles, non couché, nda"
"4823200090","Filter paper and paperboard cut to size, nes","Papier et carton filtre, découpé à format, nda"
"4823400000","Rolls, sheets and dials, of paper, printed, for self-recor","Papiers à diagrammes pr appareils enregistreurs, en bobines/feuilles/disques"
"4823610000","Trays, dishes, plates, cups and the like, of bamboo","Plateaux, assiettes, tasses, gobelets et articles similaires, en bambou"
"4823690010","Cups, including cones, of paper or paperboard, nes","Tasses, y compris en forme de cône, en papier ou en carton, nda"
"4823690090","Trays, dishes, plates and the like, of paper or paperboard","Plateaux,plats,assiettes,gobelets et articles similaires,en papier ou carton,nda"
"4823700010","Trays for use in packaging apples, peaches or pears, of pa","Plateaux utilisés pour l'empaq des pommes/pêches/poires,en papier moulé/pressé"
"4823700020","Homogeneous felt-like mat,of wood pulp,r/s,use pad/insul f","Mati homo semblable au feutre,en pâte de bois,r/f,pr isoler meubles,matelas,etc"
"4823700091","Egg cartons and trays, of paper pulp, moulded or pressed","Cartons et plateaux pour emballage des oeufs,en pâte à papier,moulés ou pressés"
"4823700099","Moulded or pressed articles of paper pulp, nes","Articles en pâte à papier, moulés ou pressés, nda"
"4823900011","Masking tape, self-adhesive, cut to size, in strips or rol","Ruban-masque, auto-adhésif, découpé à format, en bandes ou rouleaux, en papier"
"4823900019","Gummed or adhesive paper, self-adhesive, cut to size, in s","Papier,gommé ou adhésif, auto-adhésif,découpé à format,en bandes ou rouleaux,nda"
"4823900020","Paper, gummed or adhesive, o/t self-adhesive, cut to size,","Papier,gommé ou adhésif,a/q auto-adhésif,découpé à format,en bandes ou rouleaux"
"4823900031","Macerated paper pads for packing fresh fruits; sample book","Coussinets en pap macéré pr emb fruits frais;livres d'échantillons de pap peints"
"4823900032","Ppr/paperboard to mfr Jacquard patterns;pots/bands/collars","Papier/carton pr fab patrons Jacquard;pots/bagues/collets pr culture des plantes"
"4823900033","Paper,paperboard,cellulose wad & web of cellulose fib,stri","Papier,cartons,ouate de cellu,nappes de fib de cellu,ba/roul >15cm <=36cm"
"4823900041","Cards,of paper, not punched, whether or not in strips, for","Cartes,en papier,n perforées,m présentées en bandes,pr mach à cartes perforées"
"4823900042","Sausage casings, of paper","Boyaux, pour la fabrication des saucisses, en papier"
"4823900091","Pads, packing, of paper, nes","Tampons pour l'emballage, en papier, nda"
"4823900092","Photomounts, of paper, nes","Charnières pour photo, en papier, nda"
"4823900093","Giftwrap, of paper, nes","Emballages-cadeaux, en papier, nda"
"4823900094","Wrappers, of paper, nes","Autres emballages, en papier, nda"
"4823900095","Printed patterns,dressmakers, of paper, nes","Patrons de vêtements, imprimés, en papier, nda"
"4823900096","Leaves for photograph albums, of paper, nes","Feuilles pour albums de photographies, en papier, nda"
"4823900099","Paper and paper articles, nes","Papier et articles en papier, nda"
"4901100010","Unbound pages for books, in single sheets, w/n folded","Pages, non reliées, pour livres, en feuillets isolés, même pliés"
"4901100090","Brochures,leaflets & sim printed matter,in single sheets,","Brochures, dépliants et imprimés similaires, en feuillets isolés, nda"
"4901910030","Serial instalments of dictionaries and of encyclopedias","Dictionnaires et encyclopédies présentés en fascicules"
"4901910090","Dictionaries, including thesauruses and encyclopedias, nes","Dictionnaires, incluant dictionnaires de synonymes et encyclopédies, nda"
"4901990010","Brochures","Brochures"
"4901990021","Textbooks, elementary through secondary school","Manuels scolaires, enseignements primaire et secondaire"
"4901990022","Textbooks, post-secondary school","Manuels scolaires, enseignement postsecondaire"
"4901990030","Directories","Annuaires"
"4901990040","Liturgical books","Livres liturgiques"
"4901990050","Technical, scientific and professional books","Livres techniques, scientifiques et professionnels"
"4901990060","Art and pictorial books","Livres d'art ou d'illustrations"
"4901990070","Newspaper, journals and periodicals as defined in note 3 t","Journaux et publications périodiques tels que définis à la note 3 de ce Chapitre"
"4901990091","Hardbound books, nes","Livres reliés, couverture rigide, nda"
"4901990092","Rack-size paperback books","Livres brochés en format de poche"
"4901990099","Printed books and similar printed matter, nes","Livres et ouvrages imprimés similaires, nda"
"4902100000","Newspapers, journals, periodicals, appearing at least 4 ti","Journaux et périodiques, paraissant au moins 4 fois par semaine"
"4902900010","Newspapers appearing less than four times a week","Journaux paraissant moins de 4 fois par semaine"
"4902900021","Journals and periodicals, business and professional, nes","Journaux et périodiques, d'affaires et professionnels, nda"
"4902900029","Journals and periodicals, except business and professional","Journaux et périodiques, a/q d'affaires et professionnels, nda"
"4903000010","Children's picture books","Albums ou livres d'images pour enfants"
"4903000020","Children's drawing or colouring books","Albums à dessins ou à colorier pour enfants"
"4904000010","Sheet music, w/n stapled or folded but not otherwise bound","Feuillets de musique, même agrafés ou pliés, mais non autrement reliés"
"4904000090","Music, printed or in manuscript, w/n bound or illustrated,","Musique,imprimée ou manuscrite,même reliée ou illustrée,a/q feuillets de musique"
"4905100000","Globes, printed","Globes, imprimés"
"4905910000","Maps and hydrographic or similar charts of all kinds,print","Cartes géographiques,hydrographiques,plans sim de tous genres,imprimés,en livres"
"4905990010","Geographical,hydrographical/astronomical maps or charts, n","Cartes géographiques, hydrographiques ou astronomiques, a/q en livres,nda"
"4905990090","Wall maps/charts of all kinds,o/t geographical etc,printed","Cartes murales/graph de tous genres,a/q géographiques,imprimés,a/q en livres,nda"
"4906000000","Plans and drawings for architectural, etc, being originals","Plans,dessins d'architectes,etc,d'un original à la main;textes manuscrits,etc"
"4907000011","Banknotes being legal tender, not issued","Billets de banque ayant cours légal, non émis"
"4907000012","Banknotes being legal tender, issued","Billets de banque ayant cours légal, émis"
"4907000021","Stock, share or bond certificates and similar documents of","Titres d'actions ou d'obligations et titres similaires, non émis"
"4907000022","Stock, share or bond certificates and similar documents of","Titres d'actions ou d'obligations et titre similaires, émis"
"4907000090","Stamp-impressed paper, cheque forms, nes","Papier timbré, formules de chèques, nda"
"4908100000","Transfers (decalcomanias), vitrifiable","Décalcomanies vitrifiables"
"4908900000","Transfers (decalcomanias), except vitrifiable","Décalcomanies, a/q vitrifiables"
"4909000000","Postcards, printed/illus; printed greeting cards w/n illus","Cartes postales impr/illus;cartes impr compo des voeux,m illus,a/s env,garn/appl"
"4910000010","Religious calendars;advertising calendars n cont pub mat f","Calendriers religieux;calendriers publicitaires a/q pour prod/services canadiens"
"4910000020","Calendars, advertising, nes","Calendriers publicitaires, nda"
"4910000090","Calendars, printed, including calendar blocks, nes","Calendriers, imprimés, incl éphémérides et autres calendriers à effeuiller, nda"
"4911100010","Tourist propaganda issued by national/state governments,bo","Imprimés publicitaires publiés par gouv nationaux/États,chambres de commerce,etc"
"4911100020","Freight rate,passenger rate/timetable issued by transporta","Tarifs de transport-marchandises/passagers et horaires,émis par transp étrangers"
"4911100031","Catalogues,not cont publicity material relating to Canadia","Catalogues,ne cont pas de mat publ se rapportant aux produits/services canadiens"
"4911100039","Advertising material,not cont publicity mat relating to CD","Articles pub,ne cont pas de mat pub se rapportant aux prod/serv canadiens,nda"
"4911100040","Advertising catalogues containing publicity mat relating t","Catalogues pub cont mat publicitaire se rapportant aux prod/services canadiens"
"4911100090","Trade advertising material and the like, nes","Articles publicitaires commerciaux et articles similaires, nda"
"4911910010","Religious picture;picture/design n bearing text;photograph","Images religieuses;images,gravures sans texte;photo d'illustration de reportages"
"4911910020","Posters","Affiches publicitaires"
"4911910030","Trading cards","Cartes à collectionner"
"4911910090","Pictures, designs and photographs, nes","Images, gravures et photographies, nda"
"4911990010","Computer generated mailing lists, not including labels of","Listes d'envoi créées par ordinateur, à l'exclusion des étiquettes du n° 48.21"
"4911990020","Microcopies of goods of certain headings within hds 49.01,","Microformes des marchandises des positions n°s 49.01, 49.02, 49.04 ou 49.05, etc"
"4911990030","Religious certificates, book marks, mottoes, scriptures or","Certificats, signets, devises, sujets bibliques ou prières sur carte, religieux"
"4911990040","Reproduction proofs for prdctn prntg plate/roll/cylinder u","Épreuves de repro pr plaques/roul/cylindres d'imprimerie dans les journaux,etc"
"4911990050","Printed labels","Étiquettes imprimées"
"4911990090","Printed matter, nes","Articles imprimés, nda"
"5001000000","Silk-worm cocoons suitable for reeling","Cocons de vers à soie propres au dévidage"
"5002000000","Raw silk, not thrown","Soie grège, non moulinée"
"5003000000","Silk waste, incl cocoons unsuitable for reeling, yarn wast","Déchets de soie, comp les cocons non dévidables,déchets de fils et effilochés"
"5004000000","Silk yarn, other than yarn spun from silk waste, not put u","Fils de soie, a/q fils de déchets de soie,non conditionnés pour vente au détail"
"5005000000","Yarn spun from silk waste, not put up retail sale","Fils de déchets de soie, non conditionnés pour vente au détail"
"5006000000","Silk yarn and yarn spun from silk waste, put up for retail","Fils de soie ou de déchets de soie, cond pour vente au détail; poil de Messine"
"5007100000","Woven fabrics of noil silk","Tissus de bourrette"
"5007200000","Woven fabrics of silk/silk waste, o/t noil silk, cont>=85%","Tissus de soie ou de déchets de soie, a/q bourrette,cont>=85% de ces fib en pds"
"5007900000","Woven fabrics of silk or silk waste, nes","Tissus de soie ou de déchets de soie, nda"
"5101110000","Greasy shorn wool, not carded or combed","Laines de tonte en suint, non cardées ni peignées"
"5101190000","Greasy wool, other than shorn wool, not carded or combed","Laines en suint, a/q de tonte, non cardées ni peignées"
"5101210000","Degreased shorn wool, not carded, combed or carbonized","Laines de tonte dégraissées, non cardées, peignées ni carbonisées"
"5101290000","Degreased wool, other than shorn wool, not carded, combed","Laines dégraissées, a/q de tonte, non cardées, peignées ni carbonisées"
"5101300000","Carbonized wool, not carded or combed","Laines carbonisées, non cardées ni peignées"
"5102110000","Fine animal hair of Kashmir (cashmere) goats, not carded o","Poils fins de chèvre de Cachemire, non cardés ni peignés"
"5102190000","Fine animal hair, not carded or combed, nes","Poils fins, non cardés ni peignés, nda"
"5102200000","Coarse animal hair, not carded or combed","Poils grossiers, non cardés ni peignés"
"5103100000","Noils of wool or fine animal hair","Blousses de laine ou de poils fins"
"5103200000","Waste, other than noils, of wool or of fine animal hair,ex","Déchets, a/q blousses, de laine ou de poils fins, a/q les effilochés"
"5103300000","Waste of coarse animal hair, excluding garnetted stock","Déchets de poils grossiers, a/q les effilochés"
"5104000000","Garnetted stock of wool or of fine or coarse animal hair","Effilochés de laine ou de poils fins ou grossiers"
"5105100000","Carded wool","Laine cardée"
"5105210000","Combed wool in fragments","Laines échardonnées et dégraissées, ""laines peignée en vrac"" ou ""open tops"""
"5105290000","Wool tops and other combed wool","Boules ""tops"", de laines peignées"
"5105310000","Fine animal hair of Kashmir goats, carded/combed","Poils fins de chèvre de Cachemire, cardés/peig"
"5105390000","Fine animal hair, o/t Kashmir goats, carded or combed","Poils fins, a/q chèvre Cachemire, cardés/peignés"
"5105400000","Coarse animal hair, carded or combed","Poils grossiers, cardés ou peignés"
"5106101000","Yarn card wool,exc carpet,>= 85% wt wool,nfrs,use mfr bere","Fils laine card,a/q tapis,>= 85% laine,ncpv,fab bérets et au coiffures feut mou"
"5106109000","Yarn of carded wool, >= 85% weight of wool, not for retail","Fils de laine cardée, >= 85% laine en poids, a/q pour vente au détail, nda"
"5106200000","Yarn of carded, wool, <85% by weight of wool, not put up f","Fils de laine cardée, <85% en poids de laine, non cond pour la vente au détail"
"5107101000","Yarn of combed wool >=85% by wt of wool, unbl/bl,not ret s","Fil de laine peignée,>=85% de laine,écr/bl, a/q vente détail, dev ser fab tissus"
"5107109000","Yarn of combed wool >=85% by weight of wool, not put up fo","Fils de laine peignée, >=85% poids de laine, non cond pr la vente au détail, nda"
